doi,title,first_author,year,journal,source,file,oa_status,added_by,added_at
10.1101/2022.05.24.493094,Human skeletal muscle ageing atlas,Veronika R. Kedlian,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_Veronika-R-Kedlian_W4281564806.pdf,green,team,2026-06-05
10.1111/sms.14284,The physiology of ice hockey performance: An update,Jeppe F. Vigh‐Larsen,2022,Scandinavian Journal of Medicine and Science in Sports,hargreaves2020,2022_VighLarsen_W4311585863.pdf,hybrid,team,2026-06-05
10.3389/fphys.2022.803126,Melatonin Potentiates Exercise-Induced Increases in Skeletal Muscle PGC-1α and Optimizes Glycogen Replenishment,Vinícius Silva Faria,2022,Frontiers in Physiology,hargreaves2020,2022_Vin-cius-Silva-Faria_W4285740350.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-1821411/v1,Nutritional Intake of Sport Undergraduates in Sri Lanka,W. Rupasinghe,2022,Research Square,hargreaves2020,2022_W-Rupasinghe_W4285590915.pdf,green,team,2026-06-05
10.3390/metabo12100965,Energetic Contributions Including Gender Differences and Metabolic Flexibility in the General Population and Athletes,Woo‐Hwi Yang,2022,Metabolites,hargreaves2020,2022_Woo-Hwi-Yang_W4304806415.pdf,gold,team,2026-06-05
10.3390/cells11111789,O-GlcNAcylation: The Underestimated Emerging Regulators of Skeletal Muscle Physiology,Yang Liu,2022,Cells,hargreaves2020,2022_Yang-Liu_W4281662420.pdf,gold,team,2026-06-05
10.3390/cells12010059,Myostatin Mutation Enhances Bovine Myogenic Differentiation through PI3K/AKT/mTOR Signalling via Removing DNA Methylation of RACK1,Yiping Zhao,2022,Cells,hargreaves2020,2022_Yiping-Zhao_W4313245571.pdf,gold,team,2026-06-05
10.14814/phy2.15236,Contribution of skeletal muscle and serum lipids to muscle contraction induced by neuromuscular electrical stimulation in older individuals,Akito Yoshiko,2022,Physiological Reports,hargreaves2020,2022_Yoshiko_W4220855562.pdf,gold,team,2026-06-05
10.3389/fcell.2022.948819,Immunometabolism of macrophages regulates skeletal muscle regeneration,Yu-Fan Chen,2022,Frontiers in Cell and Developmental Biology,hargreaves2020,2022_Yu-Fan-Chen_W4294718877.pdf,gold,team,2026-06-05
10.3390/plants11152004,Pharmaceutical Potential of High-Altitude Plants for Fatigue-Related Disorders: A Review,Hongkang Zhu,2022,Plants,hargreaves2020,2022_Zhu_W4289203943.pdf,gold,team,2026-06-05
10.58837/chula.the.2022.760,ผลของการรบประทานไฮลบรานชไซคลกเดกซทรนตอสมรรถภาพในการวง ฮอรโมนทควบคมระดบนำตาลในเลอด และการตอบสนองดานเมแทบอลกในนกวงระยะไกลเพศชาย,ธนทัต แซ่เล้า,2022,,hargreaves2020,2022__W4386787472.pdf,gold,team,2026-06-05
10.3390/ijerph192417070,Differences in Adolescent’s Cardiometabolic Health: A Comparison Regarding Guided Team and Endurance Sports,Ștefan Adrian Martin,2022,International Journal of Environmental Research and Public Health,hargreaves2020,2022_tefan-Adrian-Martin_W4312195898.pdf,gold,team,2026-06-05
10.47529/2223-2524.2022.3.2,Correlation between the intensity of pulse longevity accumulation and the rate of oxygen demand formation and blood lactate accumulation in performing limiting cyclic exercises of different duration,A. V. Kozlov,2023,Sports medicine research and practice,hargreaves2020,2023_A-V-Kozlov_W4321381238.pdf,diamond,team,2026-06-05
10.15406/mojsm.2023.06.00135,Specificity of the “ABS+FLEX” fitness program for overweight women,Aftimichuk Olga,2023,MOJ Sports Medicine,hargreaves2020,2023_Aftimichuk-Olga_W4321238147.pdf,diamond,team,2026-06-05
10.3390/encyclopedia3020032,Optimizing Lifestyle Behaviors in Preventing Multiple Long-Term Conditions,Ahmad Alkhatib,2023,Encyclopedia,hargreaves2020,2023_Ahmad-Alkhatib_W4365447823.pdf,gold,team,2026-06-05
10.1186/s12891-023-06960-3,"Hand grip strength, vitamin D status, and diets as predictors of bone health in 6–12 years old school children",Ahmad H. Alghadir,2023,BMC Musculoskeletal Disorders,hargreaves2020,2023_Ahmad-H-Alghadir_W4387874092.pdf,gold,team,2026-06-05
10.1016/j.molmet.2023.101869,Loss of lysosomal acid lipase results in mitochondrial dysfunction and fiber switch in skeletal muscles of mice,Alena Akhmetshina,2023,Molecular Metabolism,hargreaves2020,2023_Akhmetshina_W4390431373.pdf,gold,team,2026-06-05
10.3390/ijms24087412,Neutral Effect of Skeletal Muscle Mineralocorticoid Receptor on Glucose Metabolism in Mice,Alessandra Feraco,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Alessandra-Feraco_W4366286727.pdf,gold,team,2026-06-05
10.14814/phy2.15564,Mechanical energy on anaerobic capacity during a supramaximal treadmill running in men: Is there influence between runners and active individuals?,Alessandro Moura Zagatto,2023,Physiological Reports,hargreaves2020,2023_Alessandro-Moura-Zagatto_W4323818895.pdf,gold,team,2026-06-05
10.3390/biology12040529,Sepsis-like Energy Deficit Is Not Sufficient to Induce Early Muscle Fiber Atrophy and Mitochondrial Dysfunction in a Murine Sepsis Model,Alexandre Pierre,2023,Biology,hargreaves2020,2023_Alexandre-Pierre_W4362467602.pdf,gold,team,2026-06-05
10.1371/journal.pone.0286687,Physiological mechanisms of muscle strength and power are dependent on the years post obtaining peak height velocity in elite juniors rowers: A cross-sectional study,Paulo Francisco de Almeida‐Neto,2023,PLoS ONE,hargreaves2020,2023_AlmeidaNeto_W4379619749.pdf,gold,team,2026-06-05
10.1186/s12885-023-11391-3,Highlighting the idea of exerkines in the management of cancer patients with cachexia: novel insights and a critical review,Amirhossein Ahmadi Hekmatikar,2023,BMC Cancer,hargreaves2020,2023_Amirhossein-Ahmadi-Hekmatikar_W4386887811.pdf,gold,team,2026-06-05
10.3390/act12070273,"Fabric-Based, Pneumatic Exosuit for Lower-Back Support in Manual-Handling Tasks",Amit Nirmal Cuttilan,2023,Actuators,hargreaves2020,2023_Amit-Nirmal-Cuttilan_W4383068820.pdf,gold,team,2026-06-05
10.7287/peerj.15042v0.1/reviews/2,"Peer Review #2 of ""Acute ventilatory responses to swimming at increasing intensities (v0.1)""",Ana Monteiro,2023,,hargreaves2020,2023_Ana-Monteiro_W4327813949.pdf,gold,team,2026-06-05
10.3390/antiox12010151,Quantitative Proteomics Identifies Novel Nrf2-Mediated Adaptative Signaling Pathways in Skeletal Muscle Following Exercise Training,Anjali Bhat,2023,Antioxidants,hargreaves2020,2023_Anjali-Bhat_W4313826098.pdf,gold,team,2026-06-05
10.3390/nu15133028,Longer-Term Effects of the Glycaemic Index on Substrate Metabolism and Performance in Endurance Athletes,Anna Maria Moitzi,2023,Nutrients,hargreaves2020,2023_Anna-Maria-Moitzi_W4383227392.pdf,gold,team,2026-06-05
10.3390/app13148044,The Impact of Multicomponent Exercise Protocols Order on the Maximum Voluntary Contraction of Older Women,António M. Monteiro,2023,Applied Sciences,hargreaves2020,2023_Ant-nio-M-Monteiro_W4383877110.pdf,gold,team,2026-06-05
10.37287/picnhs.v4i1.1677,The Effect of Dayak Onion Extract on Lactic Acid Levels in Mice with FST Model,Aulia Ramadhani,2023,Proceedings of the International Conference on Nursing and Health Sciences,hargreaves2020,2023_Aulia-Ramadhani_W4381953636.pdf,diamond,team,2026-06-05
10.21203/rs.3.rs-3400083/v1,"The effects of silymarin supplementation on cellular damage and stress indices after an acute aerobic exercise: a randomized, placebo-controlled, double-masked clinical study",Bahram Jamali Gharakhanlou,2023,Research Square,hargreaves2020,2023_Bahram-Jamali-Gharakhanlou_W4387246081.pdf,green,team,2026-06-05
10.3390/ijms241310913,Polymer-Functionalized Mitochondrial Transplantation to Fibroblasts Counteracts a Pro-Fibrotic Phenotype,Gherardo Baudo,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Baudo_W4382752129.pdf,gold,team,2026-06-05
10.11606/d.5.2023.tde-15092023-145208,Estudo retrospectivo da associação das estatinas sobre a capacidade cardiorrespiratória e adaptação do exercício físico: banco de dados da unidade de reabilitação cardiovascular e fisiologia do exercí,Caio Eduardo Novaes Pinto,2023,,hargreaves2020,2023_Caio-Eduardo-Novaes-Pinto_W4387493423.pdf,gold,team,2026-06-05
10.33448/rsd-v12i6.42260,A importância do carboidrato para desempenho esportivo em atletas de corrida: uma revisão integrativa de literatura,Caio Nunes dos Santos,2023,Research Society and Development,hargreaves2020,2023_Caio-Nunes-dos-Santos_W4382202861.pdf,diamond,team,2026-06-05
10.3390/cells12111536,Altered Metabolism in Motor Neuron Diseases: Mechanism and Potential Therapeutic Target,Cassandra Barone,2023,Cells,hargreaves2020,2023_Cassandra-Barone_W4379233139.pdf,gold,team,2026-06-05
10.3390/nu15235004,Exercise and Caloric Restriction Exert Different Benefits on Skeletal Muscle Metabolism in Aging Condition,Chanisa Thonusin,2023,Nutrients,hargreaves2020,2023_Chanisa-Thonusin_W4389286222.pdf,gold,team,2026-06-05
10.1039/d2sc06020e,Multimodal high-resolution nano-DESI MSI and immunofluorescence imaging reveal molecular signatures of skeletal muscle fiber types,Daisy Unsihuay,2023,Chemical Science,hargreaves2020,2023_Daisy-Unsihuay_W4360780566.pdf,diamond,team,2026-06-05
10.4236/ojbiphy.2023.134006,Impact of Novel Pulsed Electromagnetic Field Device on Competitive Athlete Performance,Dale C. Gledhill,2023,Open Journal of Biophysics,hargreaves2020,2023_Dale-C-Gledhill_W4387053323.pdf,diamond,team,2026-06-05
10.1101/2023.01.13.523698,The mitochondrial multi-omic response to exercise training across tissues,David Amar,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_David-Amar_W4315978995.pdf,green,team,2026-06-05
10.1163/17552559-20220075,Single bout of a long-duration running treadmill increases myoglobin but not haemoglobin and interleukin 6 levels in mice (Mus musculus),Dita Yuliastrid,2023,Comparative Exercise Physiology,hargreaves2020,2023_Dita-Yuliastrid_W4389139184.pdf,closed,team,2026-06-05
10.1007/s00424-023-02843-7,Skeletal muscle proteins involved in fatty acid transport influence fatty acid oxidation rates observed during exercise,Ed Maunder,2023,Pflügers Archiv - European Journal of Physiology,hargreaves2020,2023_Ed-Maunder_W4384663154.pdf,hybrid,team,2026-06-05
10.3390/antiox12030554,Anti-Inflammatory Effect of Caffeine on Muscle under Lipopolysaccharide-Induced Inflammation,Tuany Eichwald,2023,Antioxidants,hargreaves2020,2023_Eichwald_W4321598352.pdf,gold,team,2026-06-05
10.3390/mps6040061,Proposed Protocol for Field Testing of Endurance Fitness of Young Labrador Retrievers,Ella-Erika Söderlund,2023,Methods and Protocols,hargreaves2020,2023_Ella-Erika-S-derlund_W4382723385.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-3154332/v1,"addition of histidine and L-tyrosine to maturation and culture media on IVM, IVF and IVC of buffalo oocytes and embryos",Eman M. Abu El‐Naga,2023,Research Square,hargreaves2020,2023_Eman-M-Abu-El-Naga_W4384696560.pdf,green,team,2026-06-05
10.3389/fspor.2023.1125095,How do differences in Achilles’ tendon moment arm lengths affect muscle-tendon dynamics and energy cost during running?,Eric C. Bennett,2023,Frontiers in Sports and Active Living,hargreaves2020,2023_Eric-C-Bennett_W4366222435.pdf,gold,team,2026-06-05
10.59324/ejtas.2023.1(4).103,Comparative Screening of the Nutritive Composition and Serum Nutrient Levels of Rats Weaned with Rice (Oryza spp) - Beniseed (Sesame indicum) Flour Blends,Esther C. Nwaoha,2023,European Journal of Theoretical and Applied Sciences,hargreaves2020,2023_Esther-C-Nwaoha_W4386199607.pdf,diamond,team,2026-06-05
10.1016/j.compbiomed.2023.107367,FIM: A fatigued-injured muscle model based on the sliding filament theory,Fatemeh Jalali,2023,Computers in Biology and Medicine,hargreaves2020,2023_Fatemeh-Jalali_W4385814167.pdf,green,team,2026-06-05
10.3390/metabo13030317,Diagnostics of νLa.max and Glycolytic Energy Contribution Indicate Individual Characteristics of Anaerobic Glycolytic Energy Metabolism Contributing to Rowing Performance,Frederik Schünemann,2023,Metabolites,hargreaves2020,2023_Frederik-Sch-nemann_W4321496664.pdf,gold,team,2026-06-05
10.1101/2023.02.24.529830,Mitochondrial Calcium Uptake Declines during Aging and is Directly Activated by Oleuropein to Boost Energy Metabolism and Skeletal Muscle Performance,Gaia Gherardi,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Gaia-Gherardi_W4322491358.pdf,green,team,2026-06-05
10.21203/rs.3.rs-3400083/v2,"The effects of silymarin supplementation on cellular damage and stress indices after an acute aerobic exercise: a randomized, placebo-controlled, double-masked clinical study",Bahram Jamali Gharakhanlou,2023,Research Square,hargreaves2020,2023_Gharakhanlou_W4387343505.pdf,green,team,2026-06-05
10.22514/jomh.2023.127,Effects of conditioning activities and time of day on male elite football players,Ghazwa ben Maaouia,2023,Journal of Men s Health,hargreaves2020,2023_Ghazwa-ben-Maaouia_W4390556043.pdf,gold,team,2026-06-05
10.3390/su15119139,Analysis of the COVID-19 Lockdown Impact on Biological Parameters and Physical Performance in Football Players,Giulia My,2023,Sustainability,hargreaves2020,2023_Giulia-My_W4379518893.pdf,gold,team,2026-06-05
10.1186/s12864-023-09431-0,MicroRNA-668-3p inhibits myoblast proliferation and differentiation by targeting Appl1,Haigang Cao,2023,BMC Genomics,hargreaves2020,2023_Haigang-Cao_W4385201517.pdf,gold,team,2026-06-05
10.20944/preprints202312.1610.v1,Resource Allocation in Mammalian Systems,Hratch Baghdassarian,2023,Preprints.org,hargreaves2020,2023_Hratch-Baghdassarian_W4390080934.pdf,green,team,2026-06-05
10.14814/phy2.15871,<scp>Mitochondrial‐targeted</scp> antioxidant ingestion acutely blunts <scp><i>V</i>O<sub>2max</sub></scp> in physically inactive females,Ryan P. Hughes,2023,Physiological Reports,hargreaves2020,2023_Hughes_W4389485356.pdf,gold,team,2026-06-05
10.1016/j.celrep.2023.113465,MCUb is an inducible regulator of calcium-dependent mitochondrial metabolism and substrate utilization in muscle,Jiuzhou Huo,2023,Cell Reports,hargreaves2020,2023_Huo_W4388745337.pdf,gold,team,2026-06-05
10.1038/s12276-023-01063-4,Microbiota influences host exercise capacity via modulation of skeletal muscle glucose metabolism in mice,Hye Jin Kim,2023,Experimental & Molecular Medicine,hargreaves2020,2023_Hye-Jin-Kim_W4385583961.pdf,gold,team,2026-06-05
10.24835/1607-0763-1225,Method for non-invasive assessment of the effect of biologically active substances on the rate of the pH level restoration in the muscle after maximum load using 1H MRS,Igor Berzin,2023,Medical Visualization,hargreaves2020,2023_Igor-Berzin_W4380590790.pdf,hybrid,team,2026-06-05
10.1016/j.heliyon.2023.e20442,Oxidative status alteration during aerobic-dominant mixed and anaerobic-dominant mixed effort in judokas,Imed Gandouzi,2023,Heliyon,hargreaves2020,2023_Imed-Gandouzi_W4387354498.pdf,gold,team,2026-06-05
10.1055/a-2153-9258,Autophagy and Exercise: Current Insights and Future Research Directions,Javier Botella,2023,International Journal of Sports Medicine,hargreaves2020,2023_Javier-Botella_W4385828924.pdf,green,team,2026-06-05
10.1172/jci168121,"Exercise, exerkines, and cardiometabolic health: from individual players to a team sport",Jeremy Robbins,2023,Journal of Clinical Investigation,hargreaves2020,2023_Jeremy-Robbins_W4378909106.pdf,gold,team,2026-06-05
10.3390/healthcare11172443,"The Effects of Combining Aerobic and Heavy Resistance Training on Body Composition, Muscle Hypertrophy, and Exercise Satisfaction in Physically Active Adults",Jerrican Tan,2023,Healthcare,hargreaves2020,2023_Jerrican-Tan_W4386333033.pdf,gold,team,2026-06-05
10.1016/j.jtherbio.2023.103719,Effect of physiological hyperthermia on mitochondrial fuel selection in skeletal muscle of birds and mammals,Jessica Barbe,2023,Journal of Thermal Biology,hargreaves2020,2023_Jessica-Barbe_W4386997649.pdf,green,team,2026-06-05
10.3390/ijms24043506,How Can Insulin Resistance Cause Alzheimer’s Disease?,Ji Hye Yoon,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Ji-Hye-Yoon_W4319985412.pdf,gold,team,2026-06-05
10.1101/2023.03.18.23286575,Developing a blood cell-based diagnostic test for myalgic encephalomyelitis/chronic fatigue syndrome using peripheral blood mononuclear cells,Jiabao Xu,2023,medRxiv,hargreaves2020,2023_Jiabao-Xu_W4327915162.pdf,green,team,2026-06-05
10.1002/advs.202302146,Developing a Blood Cell‐Based Diagnostic Test for Myalgic Encephalomyelitis/Chronic Fatigue Syndrome Using Peripheral Blood Mononuclear Cells,Jiabao Xu,2023,Advanced Science,hargreaves2020,2023_Jiabao-Xu_W4386347814.pdf,gold,team,2026-06-05
10.3390/cells12172146,GABA Prevents Age-Related Sarcopenic Obesity in Mice with High-Fat-Diet-Induced Obesity,Heegu Jin,2023,Cells,hargreaves2020,2023_Jin_W4386168491.pdf,gold,team,2026-06-05
10.3390/jcm12227116,Serum-Creatinine-to-Cystatin C-to-Waist-Circumference Ratios as an Indicator of Severe Airflow Limitation in Older Adults,Jinxuan Li,2023,Journal of Clinical Medicine,hargreaves2020,2023_Jinxuan-Li_W4388694165.pdf,gold,team,2026-06-05
10.3390/biomedicines11051429,Prognostic Value of Spot Urinary Creatinine Concentration and Its Relationship with Body Composition Parameters in HF Patients,Jolanta Malinowska-Borowska,2023,Biomedicines,hargreaves2020,2023_Jolanta-Malinowska-Borowska_W4378516815.pdf,gold,team,2026-06-05
10.1371/journal.pbio.3002192,Baf155 regulates skeletal muscle metabolism via HIF-1a signaling,Jong‐Seol Kang,2023,PLoS Biology,hargreaves2020,2023_Jong-Seol-Kang_W4385064611.pdf,gold,team,2026-06-05
10.5041/rmmj.10493,The Emerging Role of Mitochondrial Dysfunction in the Pathogenesis of Idiopathic Inflammatory Myopathies,Jorge A. González-Chapa,2023,Rambam Maimonides Medical Journal,hargreaves2020,2023_Jorge-A-Gonz-lez-Chapa_W4367369488.pdf,diamond,team,2026-06-05
10.3390/ijms242115753,"Critical Velocity, Maximal Lactate Steady State, and Muscle MCT1 and MCT4 after Exhaustive Running in Mice",Juan Bordon Orsi,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Juan-Bordon-Orsi_W4388098562.pdf,gold,team,2026-06-05
10.1038/s41598-023-38357-6,Aerobic exercise training and gut microbiome-associated metabolic shifts in women with overweight: a multi-omic study,Jukka Hintikka,2023,Scientific Reports,hargreaves2020,2023_Jukka-Hintikka_W4383888030.pdf,gold,team,2026-06-05
10.3390/cells12151925,Metabolic Pathway Modeling in Muscle of Male Marathon Mice (DUhTP) and Controls (DUC)—A Possible Role of Lactate Dehydrogenase in Metabolic Flexibility,Julia Brenmoehl,2023,Cells,hargreaves2020,2023_Julia-Brenmoehl_W4385274728.pdf,gold,team,2026-06-05
10.3389/fphys.2023.1188802,The relevance of body composition assessment for the rating of perceived exertion in trained and untrained women and men,Julia Lichti,2023,Frontiers in Physiology,hargreaves2020,2023_Julia-Lichti_W4385446787.pdf,gold,team,2026-06-05
10.1073/pnas.2204750120,Exercise preserves physical fitness during aging through AMPK and mitochondrial dynamics,Juliane C. Campos,2023,Proceedings of the National Academy of Sciences,hargreaves2020,2023_Juliane-C-Campos_W4313528637.pdf,green,team,2026-06-05
10.20463/pan.2023.0021,"Resistance exercise: a mighty tool that adapts, destroys, rebuilds and modulates the molecular and structural environment of skeletal muscle",Käthe Bersiner,2023,Physical Activity and Nutrition,hargreaves2020,2023_K-the-Bersiner_W4385521253.pdf,diamond,team,2026-06-05
10.3389/fphys.2023.1169923,Editorial: Exercise and its role in regulating energy metabolism—Insight from intramuscular mechanisms and cellular signaling,Kohei Kido,2023,Frontiers in Physiology,hargreaves2020,2023_Kohei-Kido_W4323315708.pdf,gold,team,2026-06-05
10.3390/cimb45070354,A Prochlorperazine-Induced Decrease in Autonomous Muscle Activity during Hindlimb Unloading Is Accompanied by Preserved Slow Myosin mRNA Expression,Kristina A. Sharlo,2023,Current Issues in Molecular Biology,hargreaves2020,2023_Kristina-A-Sharlo_W4382983669.pdf,gold,team,2026-06-05
10.1080/15502783.2023.2206392,Dietary collagen peptides alleviate exercise-induced muscle soreness in healthy middle-aged males: a randomized double-blinded crossover clinical trial,Kumiko Kuwaba,2023,Journal of the International Society of Sports Nutrition,hargreaves2020,2023_Kumiko-Kuwaba_W4367833871.pdf,gold,team,2026-06-05
10.1002/jcsm.13307,Hispidin‐enriched <i>Sanghuangporus sanghuang</i> mycelia SS‐MN4 ameliorate disuse atrophy while improving muscle endurance,I-Chen Li,2023,Journal of Cachexia Sarcopenia and Muscle,hargreaves2020,2023_Li_W4385718154.pdf,gold,team,2026-06-05
10.1016/j.cbpa.2023.111422,Patterns of energy allocation during energetic scarcity; evolutionary insights from ultra-endurance events,Daniel P. Longman,2023,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,hargreaves2020,2023_Longman_W4362696797.pdf,hybrid,team,2026-06-05
10.3390/cells12162088,Crosstalk between Bone and Muscles during Physical Activity,Luca Dalle Carbonare,2023,Cells,hargreaves2020,2023_Luca-Dalle-Carbonare_W4385994929.pdf,gold,team,2026-06-05
10.15391/snsv.2023-3.002,Investigating the Impact of Physiological and Neuromuscular Performance in Highly Trained Judo Athletes of Different Weight Categories,Manar Bouzoualegh,2023,Слобожанський науково-спортивний вісник,hargreaves2020,2023_Manar-Bouzoualegh_W4386998844.pdf,diamond,team,2026-06-05
10.1055/s-0042-1760438,Association of Selected Fitness Variables with Perceived Performance Levels in Lawn Tennis Players,Manchanda Sukriti,2023,Journal of Health and Allied Sciences NU,hargreaves2020,2023_Manchanda-Sukriti_W4327694497.pdf,hybrid,team,2026-06-05
10.7554/elife.81966,Dynamic regulation of inter-organelle communication by ubiquitylation controls skeletal muscle development and disease onset,Arian Mansur,2023,eLife,hargreaves2020,2023_Mansur_W4383872229.pdf,gold,team,2026-06-05
10.3390/antiox12071474,Natural Extracts Mitigate the Deleterious Effects of Prolonged Intense Physical Exercise on the Cardiovascular and Muscular Systems,Marc Yehya,2023,Antioxidants,hargreaves2020,2023_Marc-Yehya_W4385218321.pdf,gold,team,2026-06-05
10.3389/fphys.2023.1156088,Is functional training an efficient approach to improve body composition in older people? A systematic review,Marcos Raphael Pereira Monteiro,2023,Frontiers in Physiology,hargreaves2020,2023_Marcos-Raphael-Pereira-Monteiro_W4381251759.pdf,gold,team,2026-06-05
10.5937/sestrviz2312016m,Influence of physical activity on maintaining the balance of autonomic nervous system,Daniela Marinovic,2023,Sestrinska vizija,hargreaves2020,2023_Marinovic_W4382753976.pdf,diamond,team,2026-06-05
10.3390/metabo13070833,Targeted Metabolomics in High Performance Sports: Differences between the Resting Metabolic Profile of Endurance- and Strength-Trained Athletes in Comparison with Sedentary Subjects over the Course of,Mario Parstorfer,2023,Metabolites,hargreaves2020,2023_Mario-Parstorfer_W4383955227.pdf,gold,team,2026-06-05
10.47197/retos.v47.95197,Aplicaciones de la Máxima Oxidación de Grasas y FATmax en la evaluación del rendimiento deportivo en atletas-de resistencia-: una revisión narrativa (Applications of Maximum Fat Oxidation and FATmax i,Martin Molinar Contreras,2023,Retos,hargreaves2020,2023_Martin-Molinar-Contreras_W4313470032.pdf,gold,team,2026-06-05
10.1101/2023.05.30.542769,Age and sex dependent effects of metabolic response to muscle contraction,Matthew D. Campbell,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Matthew-D-Campbell_W4379159866.pdf,green,team,2026-06-05
10.1113/jp285124,Age‐related changes of skeletal muscle metabolic response to contraction are also sex‐dependent,Matthew D. Campbell,2023,The Journal of Physiology,hargreaves2020,2023_Matthew-D-Campbell_W4386990221.pdf,hybrid,team,2026-06-05
10.3390/ijms24043394,"The Impact of Exercise on Immunity, Metabolism, and Atherosclerosis",Ulrike Meyer-Lindemann,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Meyer-Lindemann_W4319766293.pdf,gold,team,2026-06-05
10.3390/ani13182966,Genome-Wide Association Study on the Content of Nucleotide-Related Compounds in Korean Native Chicken Breast Meat,Minjun Kim,2023,Animals,hargreaves2020,2023_Minjun-Kim_W4386884947.pdf,gold,team,2026-06-05
10.7717/peerj.15042,Acute ventilatory responses to swimming at increasing intensities,Ana Sofia Monteiro,2023,PeerJ,hargreaves2020,2023_Monteiro_W4324093192.pdf,gold,team,2026-06-05
10.1007/s00424-023-02890-0,Potential regulatory role of PGC-1α within the skeletal muscle during metabolic adaptations in response to high-fat diet feeding in animal models,Sinenhlanhla X. H. Mthembu,2023,Pflügers Archiv - European Journal of Physiology,hargreaves2020,2023_Mthembu_W4389305481.pdf,hybrid,team,2026-06-05
10.1101/2023.01.26.525692,Sequential restoring O <sub>2</sub> then unloading CO <sub>2</sub> is beneficial against reperfusion injury: role of CO <sub>2</sub> in metabolism,Nan Liu,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Nan-Liu_W4318306740.pdf,green,team,2026-06-05
10.3389/fphys.2023.1295852,Metabolic patterns of sweat-extracellular vesicles during exercise and recovery states using clinical grade patches,Nsrein Ali,2023,Frontiers in Physiology,hargreaves2020,2023_Nsrein-Ali_W4389442451.pdf,gold,team,2026-06-05
10.1016/j.crphys.2023.100112,Pulmonary functions and anthropometric parameters of young male and female adults participating in moderate aerobic exercise,Idara Asuquo Okon,2023,Current Research in Physiology,hargreaves2020,2023_Okon_W4387745941.pdf,gold,team,2026-06-05
10.1371/journal.pone.0281944,Ankle exoskeleton torque controllers based on soleus muscle models,Paul Pridham,2023,PLoS ONE,hargreaves2020,2023_Paul-Pridham_W4322491154.pdf,gold,team,2026-06-05
10.1038/s41467-023-40595-1,REPTOR and CREBRF encode key regulators of muscle energy metabolism,Pedro Saavedra,2023,Nature Communications,hargreaves2020,2023_Pedro-Saavedra_W4385840143.pdf,gold,team,2026-06-05
10.29408/porkes.v6i2.21326,Pengaruh senam aerobik terhadap kebugaran ibu PKK,"Program Studi Pendidikan Kepelatihan Olahraga, Fakultas Keguruan Ilmu Pendidikan, Universitas Tanjungpura",2023,Jurnal Porkes,hargreaves2020,2023_Program-Studi-Pendidikan-Kepelatihan-Ola_W4390684931.pdf,diamond,team,2026-06-05
10.1038/s41598-023-29372-8,Hippo pathway inhibition promotes metabolic adaptability and antioxidant response in myoblasts,Qi Liu,2023,Scientific Reports,hargreaves2020,2023_Qi-Liu_W4319598174.pdf,gold,team,2026-06-05
10.3389/fphys.2023.1117687,The metabolic recovery of marathon runners: an untargeted 1H-NMR metabolomics perspective,Rachelle Bester,2023,Frontiers in Physiology,hargreaves2020,2023_Rachelle-Bester_W4368368050.pdf,gold,team,2026-06-05
10.1016/j.molmet.2023.101857,Molecular profiling of high-level athlete skeletal muscle after acute endurance or resistance exercise – A systems biology approach,Stefan Markus Reitzner,2023,Molecular Metabolism,hargreaves2020,2023_Reitzner_W4390063556.pdf,gold,team,2026-06-05
10.1136/bcr-2022-250191,Reduced athletic performance post-COVID-19 is associated with reduced anaerobic threshold,Robert Barker‐Davies,2023,BMJ Case Reports,hargreaves2020,2023_Robert-Barker-Davies_W4321211026.pdf,green,team,2026-06-05
10.3390/nu15143131,Intermittent Fasting Promotes Weight Loss without Decreasing Performance in Taekwondo,Ronaldo Ângelo Dias da Silva,2023,Nutrients,hargreaves2020,2023_Ronaldo-ngelo-Dias-da-Silva_W4384341717.pdf,gold,team,2026-06-05
10.3389/fphar.2023.1269878,Signaling pathways regulated by natural active ingredients in the fight against exercise fatigue-a review,Rongyue Zhao,2023,Frontiers in Pharmacology,hargreaves2020,2023_Rongyue-Zhao_W4389734386.pdf,gold,team,2026-06-05
10.1152/japplphysiol.00405.2023,"High-intensity aerobic, but not resistance or combined, exercise training improves both cardiometabolic health and skeletal muscle mitochondrial dynamics",Gregory N. Ruegsegger,2023,Journal of Applied Physiology,hargreaves2020,2023_Ruegsegger_W4386127115.pdf,green,team,2026-06-05
10.1016/j.heliyon.2023.e18125,Recovery of the autonomic nervous system following football training among division I collegiate football athletes: The influence of intensity and time,S. Howard Wittels,2023,Heliyon,hargreaves2020,2023_S-Howard-Wittels_W4384461105.pdf,gold,team,2026-06-05
